-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                     record_param_comms         0.24%     791.574us         0.35%       1.126ms      32.182us      33.050ms        94.05%      33.050ms     944.299us            35  
ncclDevKernel_Broadcast_RING_LL(ncclDevKernelArgsSto...         0.00%       0.000us         0.00%       0.000us       0.000us      28.958ms        82.40%      28.958ms       2.896ms            10  
                                         nccl:broadcast         0.00%       0.000us         0.00%       0.000us       0.000us      28.958ms        82.40%      28.958ms       2.896ms            10  
                  execute_context_1(10)_generation_0(0)         0.00%       0.000us         0.00%       0.000us       0.000us       8.467ms        24.09%       8.467ms       4.234ms             2  
                   execute_context_0(0)_generation_1(1)         0.00%       0.000us         0.00%       0.000us       0.000us       4.286ms        12.20%       4.286ms     535.772us             8  
void (anonymous namespace)::multimem_all_reduce_kern...         0.00%       0.000us         0.00%       0.000us       0.000us       2.316ms         6.59%       2.316ms      92.626us            25  
ncclDevKernel_SendRecv(ncclDevKernelArgsStorage<4096...         0.00%       0.000us         0.00%       0.000us       0.000us       2.209ms         6.29%       2.209ms     220.880us            10  
                                         nccl:send 0->1         0.00%       0.000us         0.00%       0.000us       0.000us       2.209ms         6.29%       2.209ms     220.880us            10  
                 nvjet_sm90_tst_64x8_64x16_4x1_v_bz_TNT         0.00%       0.000us         0.00%       0.000us       0.000us     281.504us         0.80%     281.504us      14.075us            20  
          nvjet_sm90_tst_64x8_64x16_2x1_v_bz_splitK_TNT         0.00%       0.000us         0.00%       0.000us       0.000us     198.432us         0.56%     198.432us      16.536us            12  
                                       cuLaunchKernelEx         0.14%     465.647us         0.14%     465.647us       6.652us     152.224us         0.43%     152.224us       2.175us            70  
                 nvjet_sm90_tst_64x8_64x16_2x1_v_bz_TNT         0.00%       0.000us         0.00%       0.000us       0.000us     124.000us         0.35%     124.000us      31.000us             4  
                nvjet_sm90_tst_64x16_64x16_4x1_v_bz_TNT         0.00%       0.000us         0.00%       0.000us       0.000us     102.784us         0.29%     102.784us      14.683us             7  
                                       _attn_res_kernel         0.00%       0.000us         0.00%       0.000us       0.000us     101.695us         0.29%     101.695us       5.085us            20  
void marlin_moe_wna16::Marlin<1125899906909960l, 562...         0.00%       0.000us         0.00%       0.000us       0.000us      67.296us         0.19%      67.296us      16.824us             4  
void (anonymous namespace)::kda_decode_fusion_many_h...         0.00%       0.000us         0.00%       0.000us       0.000us      56.704us         0.16%      56.704us       7.088us             8  
                                          memcpy32_post         0.00%       0.000us         0.00%       0.000us       0.000us      53.758us         0.15%      53.758us       1.120us            48  
                                       _flashkda_C::fwd         0.02%      49.079us         0.05%     162.513us      81.257us      51.071us         0.15%      53.696us      26.848us             2  
