-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                     record_param_comms         0.14%     865.468us         0.20%       1.199ms      34.252us      34.703ms        91.05%      34.703ms     991.526us            35  
ncclDevKernel_Broadcast_RING_LL(ncclDevKernelArgsSto...         0.00%       0.000us         0.00%       0.000us       0.000us      29.774ms        78.12%      29.774ms       2.977ms            10  
                                         nccl:broadcast         0.00%       0.000us         0.00%       0.000us       0.000us      29.774ms        78.12%      29.774ms       2.977ms            10  
                  execute_context_1(10)_generation_0(0)         0.00%       0.000us         0.00%       0.000us       0.000us       7.806ms        20.48%       7.806ms       3.903ms             2  
                   execute_context_0(0)_generation_1(1)         0.00%       0.000us         0.00%       0.000us       0.000us       5.300ms        13.90%       5.300ms     662.465us             8  
void (anonymous namespace)::multimem_all_reduce_kern...         0.00%       0.000us         0.00%       0.000us       0.000us       4.536ms        11.90%       4.536ms     181.442us            25  
ncclDevKernel_SendRecv(ncclDevKernelArgsStorage<4096...         0.00%       0.000us         0.00%       0.000us       0.000us       2.121ms         5.57%       2.121ms     212.106us            10  
                                         nccl:send 0->1         0.00%       0.000us         0.00%       0.000us       0.000us       2.121ms         5.57%       2.121ms     212.106us            10  
                 nvjet_sm90_tst_64x8_64x16_4x1_v_bz_TNT         0.00%       0.000us         0.00%       0.000us       0.000us     281.375us         0.74%     281.375us      14.069us            20  
          nvjet_sm90_tst_64x8_64x16_2x1_v_bz_splitK_TNT         0.00%       0.000us         0.00%       0.000us       0.000us     199.743us         0.52%     199.743us      16.645us            12  
                 nvjet_sm90_tst_64x8_64x16_2x1_v_bz_TNT         0.00%       0.000us         0.00%       0.000us       0.000us     125.919us         0.33%     125.919us      31.480us             4  
                nvjet_sm90_tst_64x16_64x16_4x1_v_bz_TNT         0.00%       0.000us         0.00%       0.000us       0.000us     106.880us         0.28%     106.880us      15.269us             7  
                                       _attn_res_kernel         0.00%       0.000us         0.00%       0.000us       0.000us     103.744us         0.27%     103.744us       5.187us            20  
                                       cuLaunchKernelEx         0.07%     446.571us         0.07%     446.571us       6.380us      80.671us         0.21%      80.671us       1.152us            70  
void marlin_moe_wna16::Marlin<1125899906909960l, 562...         0.00%       0.000us         0.00%       0.000us       0.000us      64.801us         0.17%      64.801us      16.200us             4  
void (anonymous namespace)::kda_decode_fusion_many_h...         0.00%       0.000us         0.00%       0.000us       0.000us      56.544us         0.15%      56.544us       7.068us             8  
                                          memcpy32_post         0.00%       0.000us         0.00%       0.000us       0.000us      54.370us         0.14%      54.370us       1.133us            48  
                                       _flashkda_C::fwd         0.01%      41.851us         0.02%     140.685us      70.343us      51.232us         0.13%      53.536us      26.768us             2  
