-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                     record_param_comms         0.30%     893.700us         0.42%       1.251ms      35.754us      37.419ms        89.03%      37.419ms       1.069ms            35  
ncclDevKernel_Broadcast_RING_LL(ncclDevKernelArgsSto...         0.00%       0.000us         0.00%       0.000us       0.000us      30.206ms        71.87%      30.206ms       3.021ms            10  
                                         nccl:broadcast         0.00%       0.000us         0.00%       0.000us       0.000us      30.206ms        71.87%      30.206ms       3.021ms            10  
                  execute_context_1(10)_generation_0(0)         0.00%       0.000us         0.00%       0.000us       0.000us      11.669ms        27.76%      11.669ms       5.835ms             2  
void (anonymous namespace)::multimem_all_reduce_kern...         0.00%       0.000us         0.00%       0.000us       0.000us       9.687ms        23.05%       9.687ms     387.476us            25  
                   execute_context_0(0)_generation_1(1)         0.00%       0.000us         0.00%       0.000us       0.000us       5.263ms        12.52%       5.263ms     657.817us             8  
ncclDevKernel_SendRecv(ncclDevKernelArgsStorage<4096...         0.00%       0.000us         0.00%       0.000us       0.000us     462.367us         1.10%     462.367us      46.237us            10  
                                         nccl:send 0->1         0.00%       0.000us         0.00%       0.000us       0.000us     462.367us         1.10%     462.367us      46.237us            10  
                 nvjet_sm90_tst_64x8_64x16_4x1_v_bz_TNT         0.00%       0.000us         0.00%       0.000us       0.000us     283.619us         0.67%     283.619us      14.181us            20  
          nvjet_sm90_tst_64x8_64x16_2x1_v_bz_splitK_TNT         0.00%       0.000us         0.00%       0.000us       0.000us     194.463us         0.46%     194.463us      16.205us            12  
                 nvjet_sm90_tst_64x8_64x16_2x1_v_bz_TNT         0.00%       0.000us         0.00%       0.000us       0.000us     122.816us         0.29%     122.816us      30.704us             4  
                nvjet_sm90_tst_64x16_64x16_4x1_v_bz_TNT         0.00%       0.000us         0.00%       0.000us       0.000us     105.631us         0.25%     105.631us      15.090us             7  
                                       _attn_res_kernel         0.00%       0.000us         0.00%       0.000us       0.000us     103.646us         0.25%     103.646us       5.182us            20  
void marlin_moe_wna16::Marlin<1125899906909960l, 562...         0.00%       0.000us         0.00%       0.000us       0.000us      67.328us         0.16%      67.328us      16.832us             4  
void (anonymous namespace)::kda_decode_fusion_many_h...         0.00%       0.000us         0.00%       0.000us       0.000us      56.512us         0.13%      56.512us       7.064us             8  
                                          memcpy32_post         0.00%       0.000us         0.00%       0.000us       0.000us      53.185us         0.13%      53.185us       1.108us            48  
                                       _flashkda_C::fwd         0.01%      43.931us         0.05%     139.773us      69.887us      51.296us         0.12%      53.727us      26.863us             2  
                                            aten::copy_         0.08%     255.822us         0.23%     690.289us       9.328us      48.354us         0.12%      52.067us       0.704us            74  
