concurrency	num_prompts	seed	duration_s	request_throughput	output_tok_s	mean_ttft_ms	mean_tpot_ms	mean_e2el_ms
1	5	576458841	121.38	0.04119444991661196	41.19444991661196	1080.0160457999998	23.218227803403405	24275.0256214
2	10	576468848	144.43	0.06923777468223492	69.23777468223493	5743.782416700001	23.16263927177177	28883.259049199994
4	16	576488862	192.27	0.08321661930764505	83.21661930764506	22005.8347019375	23.084455724974973	45067.20597118749
8	16	576528890	191.97	0.08334717580419444	83.34717580419445	54948.7941066875	23.05153081368869	77977.2733895625
16	32	576608946	375.87	0.08513569116116973	85.13569116116973	124089.83210509375	22.67070331994494	146737.8647217188
