-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                   execute_context_0(0)_generation_1(1)         0.00%       0.000us         0.00%       0.000us       0.000us       9.522ms       134.98%       9.522ms       1.190ms             8  
                  execute_context_1(10)_generation_0(0)         0.00%       0.000us         0.00%       0.000us       0.000us       6.066ms        85.99%       6.066ms       2.022ms             3  
                                       vllm::all_gather         0.01%      75.864us         0.22%       1.788ms     119.172us       1.896ms        26.87%       1.896ms     126.377us            15  
ncclDevKernel_AllGather_RING_LL(ncclDevKernelArgsSto...         0.00%       0.000us         0.00%       0.000us       0.000us       1.896ms        26.87%       1.896ms     126.377us            15  
                                     record_param_comms         0.13%       1.075ms         0.40%       3.292ms     109.741us       1.562ms        22.14%       2.331ms      77.687us            30  
ncclDevKernel_SendRecv(ncclDevKernelArgsStorage<4096...         0.00%       0.000us         0.00%       0.000us       0.000us       1.505ms        21.33%       1.505ms     150.496us            10  
                                         nccl:recv 1<-0         0.00%       0.000us         0.00%       0.000us       0.000us       1.505ms        21.33%       1.505ms     150.496us            10  
                                Activity Buffer Request         0.59%       4.889ms         0.60%       4.909ms       1.636ms     768.449us        10.89%     768.449us     256.150us             3  
void (anonymous namespace)::multimem_all_reduce_kern...         0.00%       0.000us         0.00%       0.000us       0.000us     697.506us         9.89%     697.506us      34.875us            20  
                                               aten::mm         0.02%     162.530us         0.03%     215.273us      43.055us     384.067us         5.44%     384.067us      76.813us             5  
          nvjet_sm90_tst_192x8_64x8_1x1_h_bz_splitK_TNT         0.00%       0.000us         0.00%       0.000us       0.000us     371.106us         5.26%     371.106us      74.221us             5  
          nvjet_sm90_tst_64x8_64x16_2x1_v_bz_splitK_TNT         0.00%       0.000us         0.00%       0.000us       0.000us     258.017us         3.66%     258.017us      16.126us            16  
                 nvjet_sm90_tst_64x8_64x16_4x1_v_bz_TNT         0.00%       0.000us         0.00%       0.000us       0.000us     223.393us         3.17%     223.393us       9.308us            24  
          nvjet_sm90_tst_64x8_64x16_4x1_v_bz_splitK_TNT         0.00%       0.000us         0.00%       0.000us       0.000us     159.807us         2.27%     159.807us       9.988us            16  
void sm90::flash_fwd_splitkv_mla_kernel<Traits<cutla...         0.00%       0.000us         0.00%       0.000us       0.000us     144.639us         2.05%     144.639us      28.928us             5  
                                       _attn_res_kernel         0.00%       0.000us         0.00%       0.000us       0.000us     132.291us         1.88%     132.291us       5.292us            25  
void marlin_moe_wna16::Marlin<1125899906909960l, 562...         0.00%       0.000us         0.00%       0.000us       0.000us     132.289us         1.88%     132.289us      16.536us             8  
