-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                   execute_context_0(0)_generation_1(1)         0.00%       0.000us         0.00%       0.000us       0.000us      11.674ms        75.41%      11.674ms       1.459ms             8  
                  execute_context_1(10)_generation_0(0)         0.00%       0.000us         0.00%       0.000us       0.000us       9.067ms        58.57%       9.067ms       3.022ms             3  
                                       vllm::all_gather         0.01%      80.048us         0.19%       1.565ms     104.342us       6.793ms        43.88%       6.793ms     452.887us            15  
ncclDevKernel_AllGather_RING_LL(ncclDevKernelArgsSto...         0.00%       0.000us         0.00%       0.000us       0.000us       6.793ms        43.88%       6.793ms     452.887us            15  
                                     record_param_comms         0.13%       1.105ms         0.40%       3.327ms     110.901us       3.250ms        20.99%       3.690ms     123.012us            30  
ncclDevKernel_SendRecv(ncclDevKernelArgsStorage<4096...         0.00%       0.000us         0.00%       0.000us       0.000us       3.188ms        20.59%       3.188ms     318.787us            10  
                                         nccl:recv 1<-0         0.00%       0.000us         0.00%       0.000us       0.000us       3.188ms        20.59%       3.188ms     318.787us            10  
void (anonymous namespace)::multimem_all_reduce_kern...         0.00%       0.000us         0.00%       0.000us       0.000us       2.581ms        16.67%       2.581ms     129.037us            20  
                                Activity Buffer Request         0.59%       4.958ms         0.59%       5.000ms       1.667ms     440.480us         2.85%     440.480us     146.827us             3  
                                               aten::mm         0.02%     180.466us         0.03%     240.349us      48.070us     390.657us         2.52%     390.657us      78.131us             5  
          nvjet_sm90_tst_192x8_64x8_1x1_h_bz_splitK_TNT         0.00%       0.000us         0.00%       0.000us       0.000us     377.248us         2.44%     377.248us      75.450us             5  
          nvjet_sm90_tst_64x8_64x16_2x1_v_bz_splitK_TNT         0.00%       0.000us         0.00%       0.000us       0.000us     256.733us         1.66%     256.733us      16.046us            16  
                 nvjet_sm90_tst_64x8_64x16_4x1_v_bz_TNT         0.00%       0.000us         0.00%       0.000us       0.000us     223.136us         1.44%     223.136us       9.297us            24  
          nvjet_sm90_tst_64x8_64x16_4x1_v_bz_splitK_TNT         0.00%       0.000us         0.00%       0.000us       0.000us     158.077us         1.02%     158.077us       9.880us            16  
void sm90::flash_fwd_splitkv_mla_kernel<Traits<cutla...         0.00%       0.000us         0.00%       0.000us       0.000us     145.089us         0.94%     145.089us      29.018us             5  
void marlin_moe_wna16::Marlin<1125899906909960l, 562...         0.00%       0.000us         0.00%       0.000us       0.000us     132.288us         0.85%     132.288us      16.536us             8  
                                       _attn_res_kernel         0.00%       0.000us         0.00%       0.000us       0.000us     131.963us         0.85%     131.963us       5.279us            25  
