-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                   execute_context_0(0)_generation_1(1)         0.00%       0.000us         0.00%       0.000us       0.000us      23.157ms       112.33%      23.157ms       1.447ms            16  
ncclDevKernel_AllReduce_Sum_bf16_TREE_LL(ncclDevKern...         0.00%       0.000us         0.00%       0.000us       0.000us      13.057ms        63.34%      13.057ms     251.093us            52  
                  execute_context_1(10)_generation_0(0)         0.00%       0.000us         0.00%       0.000us       0.000us      11.963ms        58.03%      11.963ms       1.495ms             8  
                                       vllm::all_reduce         0.01%      29.623us         0.16%     494.016us      98.803us      10.823ms        52.50%      10.823ms       2.165ms             5  
ncclDevKernel_AllReduce_Sum_bf16_RING_LL(ncclDevKern...         0.00%       0.000us         0.00%       0.000us       0.000us       3.430ms        16.64%       3.430ms     428.808us             8  
                                       vllm::all_gather         0.01%      27.563us         0.16%     511.903us     102.381us     423.458us         2.05%     423.458us      84.692us             5  
ncclDevKernel_AllGather_RING_LL(ncclDevKernelArgsSto...         0.00%       0.000us         0.00%       0.000us       0.000us     423.458us         2.05%     423.458us      84.692us             5  
          nvjet_sm90_tst_64x8_64x16_2x1_v_bz_splitK_TNT         0.00%       0.000us         0.00%       0.000us       0.000us     382.015us         1.85%     382.015us      15.917us            24  
          nvjet_sm90_tst_64x8_64x16_4x1_v_bz_splitK_TNT         0.00%       0.000us         0.00%       0.000us       0.000us     342.335us         1.66%     342.335us      10.698us            32  
void marlin_moe_wna16::Marlin<1125899906909960l, 562...         0.00%       0.000us         0.00%       0.000us       0.000us     239.490us         1.16%     239.490us      19.958us            12  
                                       _attn_res_kernel         0.00%       0.000us         0.00%       0.000us       0.000us     236.228us         1.15%     236.228us       5.250us            45  
                                               aten::mm         0.05%     157.188us         0.06%     187.938us      37.588us     189.345us         0.92%     189.345us      37.869us             5  
                nvjet_sm90_tst_128x8_64x12_4x1_v_bz_TNT         0.00%       0.000us         0.00%       0.000us       0.000us     189.345us         0.92%     189.345us      37.869us             5  
                 nvjet_sm90_tst_64x8_64x16_4x1_v_bz_TNT         0.00%       0.000us         0.00%       0.000us       0.000us     166.979us         0.81%     166.979us       5.218us            32  
void marlin_moe_wna16::Marlin<1125899906909960l, 562...         0.00%       0.000us         0.00%       0.000us       0.000us     146.337us         0.71%     146.337us       9.756us            15  
void sm90::flash_fwd_splitkv_mla_kernel<Traits<cutla...         0.00%       0.000us         0.00%       0.000us       0.000us     141.952us         0.69%     141.952us      28.390us             5  
smxx::decode::get_mla_metadata_kernel(GetDecodeSched...         0.00%       0.000us         0.00%       0.000us       0.000us     137.119us         0.67%     137.119us      27.424us             5  
