-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                   execute_context_0(0)_generation_1(1)         0.00%       0.000us         0.00%       0.000us       0.000us      23.054ms        97.43%      23.054ms       1.441ms            16  
ncclDevKernel_AllReduce_Sum_bf16_TREE_LL(ncclDevKern...         0.00%       0.000us         0.00%       0.000us       0.000us      14.987ms        63.34%      14.987ms     288.215us            52  
                  execute_context_1(10)_generation_0(0)         0.00%       0.000us         0.00%       0.000us       0.000us      12.909ms        54.56%      12.909ms       1.614ms             8  
                                       vllm::all_reduce         0.01%      34.612us         0.19%     562.827us     112.565us      12.758ms        53.92%      12.758ms       2.552ms             5  
ncclDevKernel_AllReduce_Sum_bf16_RING_LL(ncclDevKern...         0.00%       0.000us         0.00%       0.000us       0.000us       4.429ms        18.72%       4.429ms     553.620us             8  
                                       vllm::all_gather         0.01%      29.463us         0.19%     573.412us     114.682us     475.552us         2.01%     475.552us      95.110us             5  
ncclDevKernel_AllGather_RING_LL(ncclDevKernelArgsSto...         0.00%       0.000us         0.00%       0.000us       0.000us     475.552us         2.01%     475.552us      95.110us             5  
          nvjet_sm90_tst_64x8_64x16_2x1_v_bz_splitK_TNT         0.00%       0.000us         0.00%       0.000us       0.000us     383.742us         1.62%     383.742us      15.989us            24  
          nvjet_sm90_tst_64x8_64x16_4x1_v_bz_splitK_TNT         0.00%       0.000us         0.00%       0.000us       0.000us     343.165us         1.45%     343.165us      10.724us            32  
void marlin_moe_wna16::Marlin<1125899906909960l, 562...         0.00%       0.000us         0.00%       0.000us       0.000us     241.727us         1.02%     241.727us      20.144us            12  
                                       _attn_res_kernel         0.00%       0.000us         0.00%       0.000us       0.000us     240.386us         1.02%     240.386us       5.342us            45  
                                               aten::mm         0.06%     165.844us         0.07%     195.334us      39.067us     188.928us         0.80%     188.928us      37.786us             5  
                nvjet_sm90_tst_128x8_64x12_4x1_v_bz_TNT         0.00%       0.000us         0.00%       0.000us       0.000us     188.928us         0.80%     188.928us      37.786us             5  
                 nvjet_sm90_tst_64x8_64x16_4x1_v_bz_TNT         0.00%       0.000us         0.00%       0.000us       0.000us     166.592us         0.70%     166.592us       5.206us            32  
void marlin_moe_wna16::Marlin<1125899906909960l, 562...         0.00%       0.000us         0.00%       0.000us       0.000us     145.854us         0.62%     145.854us       9.724us            15  
void sm90::flash_fwd_splitkv_mla_kernel<Traits<cutla...         0.00%       0.000us         0.00%       0.000us       0.000us     143.328us         0.61%     143.328us      28.666us             5  
smxx::decode::get_mla_metadata_kernel(GetDecodeSched...         0.00%       0.000us         0.00%       0.000us       0.000us     137.248us         0.58%     137.248us      27.450us             5  
