-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                   execute_context_0(0)_generation_1(1)         0.00%       0.000us         0.00%       0.000us       0.000us      22.404ms       134.59%      22.404ms       1.400ms            16  
                  execute_context_1(10)_generation_0(0)         0.00%       0.000us         0.00%       0.000us       0.000us      12.230ms        73.47%      12.230ms       1.529ms             8  
ncclDevKernel_AllReduce_Sum_bf16_TREE_LL(ncclDevKern...         0.00%       0.000us         0.00%       0.000us       0.000us       9.910ms        59.53%       9.910ms     190.573us            52  
                                       vllm::all_reduce         0.01%      32.574us         0.18%     553.353us     110.671us       7.703ms        46.27%       7.703ms       1.541ms             5  
ncclDevKernel_AllReduce_Sum_bf16_RING_LL(ncclDevKern...         0.00%       0.000us         0.00%       0.000us       0.000us       2.575ms        15.47%       2.575ms     321.893us             8  
                                       vllm::all_gather         0.01%      30.866us         0.19%     589.141us     117.828us     477.346us         2.87%     477.346us      95.469us             5  
ncclDevKernel_AllGather_RING_LL(ncclDevKernelArgsSto...         0.00%       0.000us         0.00%       0.000us       0.000us     477.346us         2.87%     477.346us      95.469us             5  
          nvjet_sm90_tst_64x8_64x16_2x1_v_bz_splitK_TNT         0.00%       0.000us         0.00%       0.000us       0.000us     381.058us         2.29%     381.058us      15.877us            24  
          nvjet_sm90_tst_64x8_64x16_4x1_v_bz_splitK_TNT         0.00%       0.000us         0.00%       0.000us       0.000us     339.042us         2.04%     339.042us      10.595us            32  
                                       _attn_res_kernel         0.00%       0.000us         0.00%       0.000us       0.000us     250.813us         1.51%     250.813us       5.574us            45  
void marlin_moe_wna16::Marlin<1125899906909960l, 562...         0.00%       0.000us         0.00%       0.000us       0.000us     239.809us         1.44%     239.809us      19.984us            12  
                                               aten::mm         0.06%     185.129us         0.07%     222.745us      44.549us     186.049us         1.12%     186.049us      37.210us             5  
                nvjet_sm90_tst_128x8_64x12_4x1_v_bz_TNT         0.00%       0.000us         0.00%       0.000us       0.000us     186.049us         1.12%     186.049us      37.210us             5  
                 nvjet_sm90_tst_64x8_64x16_4x1_v_bz_TNT         0.00%       0.000us         0.00%       0.000us       0.000us     164.863us         0.99%     164.863us       5.152us            32  
void marlin_moe_wna16::Marlin<1125899906909960l, 562...         0.00%       0.000us         0.00%       0.000us       0.000us     145.759us         0.88%     145.759us       9.717us            15  
void sm90::flash_fwd_splitkv_mla_kernel<Traits<cutla...         0.00%       0.000us         0.00%       0.000us       0.000us     143.232us         0.86%     143.232us      28.646us             5  
smxx::decode::get_mla_metadata_kernel(GetDecodeSched...         0.00%       0.000us         0.00%       0.000us       0.000us     137.026us         0.82%     137.026us      27.405us             5  
