-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                   execute_context_0(0)_generation_1(1)         0.00%       0.000us         0.00%       0.000us       0.000us      23.071ms        99.61%      23.071ms       1.442ms            16  
ncclDevKernel_AllReduce_Sum_bf16_TREE_LL(ncclDevKern...         0.00%       0.000us         0.00%       0.000us       0.000us      14.623ms        63.13%      14.623ms     281.205us            52  
                                       vllm::all_reduce         0.01%      29.627us         0.18%     498.451us      99.690us      12.412ms        53.59%      12.412ms       2.482ms             5  
                  execute_context_1(10)_generation_0(0)         0.00%       0.000us         0.00%       0.000us       0.000us      12.406ms        53.56%      12.406ms       1.551ms             8  
ncclDevKernel_AllReduce_Sum_bf16_RING_LL(ncclDevKern...         0.00%       0.000us         0.00%       0.000us       0.000us       4.337ms        18.72%       4.337ms     542.090us             8  
                                       vllm::all_gather         0.01%      26.629us         0.19%     547.766us     109.553us     477.822us         2.06%     477.822us      95.564us             5  
ncclDevKernel_AllGather_RING_LL(ncclDevKernelArgsSto...         0.00%       0.000us         0.00%       0.000us       0.000us     477.822us         2.06%     477.822us      95.564us             5  
          nvjet_sm90_tst_64x8_64x16_2x1_v_bz_splitK_TNT         0.00%       0.000us         0.00%       0.000us       0.000us     379.455us         1.64%     379.455us      15.811us            24  
          nvjet_sm90_tst_64x8_64x16_4x1_v_bz_splitK_TNT         0.00%       0.000us         0.00%       0.000us       0.000us     336.896us         1.45%     336.896us      10.528us            32  
void marlin_moe_wna16::Marlin<1125899906909960l, 562...         0.00%       0.000us         0.00%       0.000us       0.000us     240.703us         1.04%     240.703us      20.059us            12  
                                       _attn_res_kernel         0.00%       0.000us         0.00%       0.000us       0.000us     236.641us         1.02%     236.641us       5.259us            45  
                                               aten::mm         0.06%     166.817us         0.07%     196.104us      39.221us     191.870us         0.83%     191.870us      38.374us             5  
                nvjet_sm90_tst_128x8_64x12_4x1_v_bz_TNT         0.00%       0.000us         0.00%       0.000us       0.000us     191.870us         0.83%     191.870us      38.374us             5  
                 nvjet_sm90_tst_64x8_64x16_4x1_v_bz_TNT         0.00%       0.000us         0.00%       0.000us       0.000us     165.598us         0.71%     165.598us       5.175us            32  
void sm90::flash_fwd_splitkv_mla_kernel<Traits<cutla...         0.00%       0.000us         0.00%       0.000us       0.000us     146.880us         0.63%     146.880us      29.376us             5  
void marlin_moe_wna16::Marlin<1125899906909960l, 562...         0.00%       0.000us         0.00%       0.000us       0.000us     144.576us         0.62%     144.576us       9.638us            15  
void cublasLt::splitKreduce_kernel<32, 16, int, floa...         0.00%       0.000us         0.00%       0.000us       0.000us     138.303us         0.60%     138.303us       1.921us            72  
