-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
smxx::decode::get_mla_metadata_kernel(GetDecodeSched...         0.00%       0.000us         0.00%       0.000us       0.000us     136.704us         0.71%     136.704us      27.341us             5  
void vllm::moe::moe_align_block_size_small_batch_exp...         0.00%       0.000us         0.00%       0.000us       0.000us      93.153us         0.48%      93.153us       6.210us            15  
                                  _gumbel_sample_kernel         0.00%       0.000us         0.00%       0.000us       0.000us      92.576us         0.48%      92.576us      18.515us             5  
                nvjet_sm90_tst_64x16_64x16_4x1_v_bz_TNT         0.00%       0.000us         0.00%       0.000us       0.000us      90.879us         0.47%      90.879us       8.262us            11  
                                            aten::copy_         0.13%     385.725us         0.35%       1.009ms       9.612us      90.432us         0.47%      96.160us       0.916us           105  
void smxx::decode::flash_fwd_mla_combine_kernel<cutl...         0.00%       0.000us         0.00%       0.000us       0.000us      83.936us         0.44%      83.936us      16.787us             5  
         nvjet_sm90_tst_128x8_64x12_4x1_v_bz_splitK_TNT         0.00%       0.000us         0.00%       0.000us       0.000us      80.480us         0.42%      80.480us      20.120us             4  
         nvjet_sm90_tst_64x16_64x16_4x1_v_bz_splitK_TNT         0.00%       0.000us         0.00%       0.000us       0.000us      77.887us         0.40%      77.887us       9.736us             8  
                                       _flashkda_C::fwd         0.02%      65.686us         0.08%     223.367us      74.456us      77.154us         0.40%      81.314us      27.105us             3  
                          _flashmla_C::dense_decode_fwd         0.02%      60.179us         0.05%     153.463us     153.463us      74.144us         0.38%      74.144us      74.144us             1  
void vllm::situ_and_mul_kernel<c10::BFloat16>(c10::B...         0.00%       0.000us         0.00%       0.000us       0.000us      67.935us         0.35%      67.935us       1.941us            35  
        nvjet_sm90_tst_128x16_64x11_4x1_v_bz_splitK_TNT         0.00%       0.000us         0.00%       0.000us       0.000us      66.528us         0.35%      66.528us      16.632us             4  
_Z25_flash_kda_fwd_recurrenceIN4cute9TiledCopyINS0_9...         0.00%       0.000us         0.00%       0.000us       0.000us      63.201us         0.33%      63.201us      21.067us             3  
                 nvjet_sm90_tst_8x64_64x16_4x1_v_bz_TNN         0.00%       0.000us         0.00%       0.000us       0.000us      52.672us         0.27%      52.672us       3.098us            17  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      52.448us         0.27%      52.448us       1.140us            46  
void vllm::rms_norm_kernel<c10::BFloat16, 8, 2, true...         0.00%       0.000us         0.00%       0.000us       0.000us      48.097us         0.25%      48.097us       2.405us            20  
                              _causal_conv1d_fwd_kernel         0.00%       0.000us         0.00%       0.000us       0.000us      47.553us         0.25%      47.553us       5.284us             9  
void vllm::moe::single_group_topk::detail::single_gr...         0.00%       0.000us         0.00%       0.000us       0.000us      44.800us         0.23%      44.800us       2.987us            15  
               fused_recurrent_kda_packed_decode_kernel         0.00%       0.000us         0.00%       0.000us       0.000us      40.928us         0.21%      40.928us       3.411us            12  
                               cudaEventRecordWithFlags         0.02%      48.445us         0.02%      48.445us       1.182us      40.224us         0.21%      40.224us       0.981us            41  
                                            aten::index         0.08%     236.351us         0.13%     386.679us      25.779us      36.416us         0.19%      36.416us       2.428us            15  
                           _causal_conv1d_update_kernel         0.00%       0.000us         0.00%       0.000us       0.000us      31.712us         0.16%      31.712us       2.643us            12  
kernel_cutlass_kernel_vllmmodel_executorkernelslinea...         0.00%       0.000us         0.00%       0.000us       0.000us      30.528us         0.16%      30.528us       2.544us            12  
void marlin_moe_wna16::Marlin<1125899906909960l, 562...         0.00%       0.000us         0.00%       0.000us       0.000us      28.831us         0.15%      28.831us       9.610us             3  
                            layer_norm_gated_fwd_kernel         0.00%       0.000us         0.00%       0.000us       0.000us      24.192us         0.13%      24.192us       1.613us            15  
                         Memcpy DtoH (Device -> Pinned)         0.00%       0.000us         0.00%       0.000us       0.000us      23.616us         0.12%      23.616us       2.362us            10  
                nvjet_sm90_tst_16x64_64x16_4x1_v_bz_TNN         0.00%       0.000us         0.00%       0.000us       0.000us      22.528us         0.12%      22.528us       5.632us             4  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us      21.760us         0.11%      21.760us       1.451us            15  
void vllm::moe::moe_sum_vec_kernel<c10::BFloat16, in...         0.00%       0.000us         0.00%       0.000us       0.000us      21.503us         0.11%      21.503us       1.434us            15  
                         Memcpy HtoD (Pinned -> Device)         0.00%       0.000us         0.00%       0.000us       0.000us      21.184us         0.11%      21.184us       1.009us            21  
                                           aten::argmax         0.02%      72.134us         0.03%      99.342us      19.868us      20.160us         0.10%      20.160us       4.032us             5  
void at::native::reduce_kernel<512, 1, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us      20.160us         0.10%      20.160us       4.032us             5  
                         Memcpy DtoD (Device -> Device)         0.00%       0.000us         0.00%       0.000us       0.000us      19.487us         0.10%      19.487us       0.974us            20  
void at::native::vectorized_elementwise_kernel<8, at...         0.00%       0.000us         0.00%       0.000us       0.000us      19.137us         0.10%      19.137us       1.276us            15  
                                            aten::fill_         0.06%     184.907us         0.64%       1.870ms      35.292us      17.791us         0.09%      18.398us       0.347us            53  
                            _gather_block_tables_kernel         0.00%       0.000us         0.00%       0.000us       0.000us      17.280us         0.09%      17.280us       3.456us             5  
void at::native::index_elementwise_kernel<128, 4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      17.088us         0.09%      17.088us       3.418us             5  
                                          memcpy32_post         0.00%       0.000us         0.00%       0.000us       0.000us      16.736us         0.09%      16.736us       1.046us            16  
                                    _post_update_kernel         0.00%       0.000us         0.00%       0.000us       0.000us      16.448us         0.09%      16.448us       3.290us             5  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us      15.296us         0.08%      15.296us       3.059us             5  
                                    _apply_write_kernel         0.00%       0.000us         0.00%       0.000us       0.000us      15.040us         0.08%      15.040us       3.760us             4  
void _flash_kda_fwd_prepare<cute::TiledCopy<cute::Co...         0.00%       0.000us         0.00%       0.000us       0.000us      13.953us         0.07%      13.953us       4.651us             3  
                 nvjet_sm90_tst_64x8_64x16_4x2_h_bz_TNT         0.00%       0.000us         0.00%       0.000us       0.000us      13.729us         0.07%      13.729us       3.432us             4  
                                     aten::index_select         0.03%      75.188us         0.05%     158.948us      31.790us      13.087us         0.07%      13.087us       2.617us             5  
void at::native::(anonymous namespace)::indexSelectS...         0.00%       0.000us         0.00%       0.000us       0.000us      13.087us         0.07%      13.087us       2.617us             5  
               _combine_sampled_and_draft_tokens_kernel         0.00%       0.000us         0.00%       0.000us       0.000us      12.288us         0.06%      12.288us       2.458us             5  
                          _compute_slot_mappings_kernel         0.00%       0.000us         0.00%       0.000us       0.000us      12.288us         0.06%      12.288us       2.458us             5  
                   _get_num_sampled_and_rejected_kernel         0.00%       0.000us         0.00%       0.000us       0.000us      12.224us         0.06%      12.224us       2.445us             5  
                                           _C::rms_norm         0.02%      53.171us         0.03%      86.837us      17.367us      11.776us         0.06%      11.776us       2.355us             5  
                                 aten::_index_put_impl_         0.01%      35.178us         0.04%     104.424us      34.808us      11.487us         0.06%      14.912us       4.971us             3  
void at::native::index_elementwise_kernel<128, 4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      11.487us         0.06%      11.487us       3.829us             3  
                                     aten::masked_fill_         0.02%      56.418us         0.04%     112.309us      22.462us      11.362us         0.06%      11.362us       2.272us             5  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us      11.362us         0.06%      11.362us       2.272us             5  
kernel_cutlass_kernel_vllmmodel_executorkernelslinea...         0.00%       0.000us         0.00%       0.000us       0.000us      11.297us         0.06%      11.297us       3.766us             3  
                 nvjet_sm90_tst_64x8_64x16_4x1_v_bz_NNT         0.00%       0.000us         0.00%       0.000us       0.000us      10.784us         0.06%      10.784us       2.696us             4  
void at::native::index_elementwise_kernel<128, 4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      10.080us         0.05%      10.080us       2.016us             5  
                             _fused_q_kv_rmsnorm_kernel         0.00%       0.000us         0.00%       0.000us       0.000us      10.016us         0.05%      10.016us       2.003us             5  
void at::native::index_elementwise_kernel<128, 4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       9.248us         0.05%       9.248us       1.850us             5  
void vllm::kimi_k3_fused_ops::fusedKimiK3MLADecodeQC...         0.00%       0.000us         0.00%       0.000us       0.000us       8.992us         0.05%       8.992us       1.798us             5  
                                           aten::gather         0.02%      65.171us         0.03%      97.237us      19.447us       8.416us         0.04%       8.416us       1.683us             5  
void at::native::_scatter_gather_elementwise_kernel<...         0.00%       0.000us         0.00%       0.000us       0.000us       8.416us         0.04%       8.416us       1.683us             5  
                          _gather_initial_states_kernel         0.00%       0.000us         0.00%       0.000us       0.000us       7.296us         0.04%       7.296us       2.432us             3  
                                              aten::bmm         0.01%      42.012us         0.04%     129.046us      64.523us       6.688us         0.03%       6.688us       3.344us             2  
                         triton_poi_fused_mul_sigmoid_0         0.00%       0.000us         0.00%       0.000us       0.000us       5.760us         0.03%       5.760us       1.152us             5  
                           _prepare_pos_seq_lens_kernel         0.00%       0.000us         0.00%       0.000us       0.000us       5.664us         0.03%       5.664us       1.133us             5  
                                              aten::sub         0.03%      77.459us         0.04%     104.964us       4.771us       5.568us         0.03%       5.568us       0.253us            22  
                           _scatter_num_accepted_kernel         0.00%       0.000us         0.00%       0.000us       0.000us       4.832us         0.03%       4.832us       0.966us             5  
                                  cudaStreamIsCapturing         0.01%      29.260us         0.01%      29.260us       0.380us       4.320us         0.02%       4.320us       0.056us            77  
void at::native::vectorized_elementwise_kernel<8, at...         0.00%       0.000us         0.00%       0.000us       0.000us       4.224us         0.02%       4.224us       0.845us             5  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us       4.160us         0.02%       4.160us       1.387us             3  
                                           aten::arange         0.02%      59.148us         0.08%     227.438us      22.744us       3.552us         0.02%       7.104us       0.710us            10  
void (anonymous namespace)::elementwise_kernel_with_...         0.00%       0.000us         0.00%       0.000us       0.000us       3.552us         0.02%       3.552us       0.710us             5  
                         _prepare_prefill_inputs_kernel         0.00%       0.000us         0.00%       0.000us       0.000us       3.456us         0.02%       3.456us       3.456us             1  
triton_poi_fused_bitwise_and_bitwise_not_bitwise_or_...         0.01%      25.185us         0.03%      93.890us      23.472us       3.455us         0.02%       3.455us       0.864us             4  
triton_poi_fused_bitwise_and_bitwise_not_bitwise_or_...         0.00%       0.000us         0.00%       0.000us       0.000us       3.455us         0.02%       3.455us       0.864us             4  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us       3.425us         0.02%       3.425us       1.142us             3  
triton_poi_fused_add_bitwise_and_bitwise_or_ge_lt_mu...         0.01%      32.976us         0.05%     139.189us      34.797us       3.423us         0.02%       3.423us       0.856us             4  
triton_poi_fused_add_bitwise_and_bitwise_or_ge_lt_mu...         0.00%       0.000us         0.00%       0.000us       0.000us       3.423us         0.02%       3.423us       0.856us             4  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us       3.264us         0.02%       3.264us       1.088us             3  
                 nvjet_sm90_tst_64x8_64x16_4x2_h_bz_NNT         0.00%       0.000us         0.00%       0.000us       0.000us       3.168us         0.02%       3.168us       3.168us             1  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       3.072us         0.02%       3.072us       1.024us             3  
                                               aten::gt         0.01%      28.794us         0.01%      41.411us      13.804us       3.040us         0.02%       3.040us       1.013us             3  
void at::native::vectorized_elementwise_kernel<8, at...         0.00%       0.000us         0.00%       0.000us       0.000us       3.040us         0.02%       3.040us       1.013us             3  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 292.045ms
Self CUDA time total: 19.274ms

