-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                   execute_context_0(0)_generation_1(1)         0.00%       0.000us         0.00%       0.000us       0.000us      22.959ms       116.42%      22.959ms       1.435ms            16  
ncclDevKernel_AllReduce_Sum_bf16_TREE_LL(ncclDevKern...         0.00%       0.000us         0.00%       0.000us       0.000us      12.538ms        63.58%      12.538ms     241.121us            52  
                  execute_context_1(10)_generation_0(0)         0.00%       0.000us         0.00%       0.000us       0.000us      11.676ms        59.20%      11.676ms       1.459ms             8  
                                       vllm::all_reduce         0.01%      29.436us         0.18%     508.743us     101.749us      10.354ms        52.50%      10.354ms       2.071ms             5  
ncclDevKernel_AllReduce_Sum_bf16_RING_LL(ncclDevKern...         0.00%       0.000us         0.00%       0.000us       0.000us       2.943ms        14.92%       2.943ms     367.834us             8  
                                       vllm::all_gather         0.01%      27.906us         0.20%     567.396us     113.479us     475.646us         2.41%     475.646us      95.129us             5  
ncclDevKernel_AllGather_RING_LL(ncclDevKernelArgsSto...         0.00%       0.000us         0.00%       0.000us       0.000us     475.646us         2.41%     475.646us      95.129us             5  
          nvjet_sm90_tst_64x8_64x16_2x1_v_bz_splitK_TNT         0.00%       0.000us         0.00%       0.000us       0.000us     384.221us         1.95%     384.221us      16.009us            24  
          nvjet_sm90_tst_64x8_64x16_4x1_v_bz_splitK_TNT         0.00%       0.000us         0.00%       0.000us       0.000us     340.736us         1.73%     340.736us      10.648us            32  
                                       _attn_res_kernel         0.00%       0.000us         0.00%       0.000us       0.000us     244.414us         1.24%     244.414us       5.431us            45  
void marlin_moe_wna16::Marlin<1125899906909960l, 562...         0.00%       0.000us         0.00%       0.000us       0.000us     240.960us         1.22%     240.960us      20.080us            12  
                                               aten::mm         0.06%     160.859us         0.07%     191.135us      38.227us     188.351us         0.96%     188.351us      37.670us             5  
                nvjet_sm90_tst_128x8_64x12_4x1_v_bz_TNT         0.00%       0.000us         0.00%       0.000us       0.000us     188.351us         0.96%     188.351us      37.670us             5  
                 nvjet_sm90_tst_64x8_64x16_4x1_v_bz_TNT         0.00%       0.000us         0.00%       0.000us       0.000us     163.999us         0.83%     163.999us       5.125us            32  
void marlin_moe_wna16::Marlin<1125899906909960l, 562...         0.00%       0.000us         0.00%       0.000us       0.000us     146.113us         0.74%     146.113us       9.741us            15  
void sm90::flash_fwd_splitkv_mla_kernel<Traits<cutla...         0.00%       0.000us         0.00%       0.000us       0.000us     141.824us         0.72%     141.824us      28.365us             5  
smxx::decode::get_mla_metadata_kernel(GetDecodeSched...         0.00%       0.000us         0.00%       0.000us       0.000us     137.280us         0.70%     137.280us      27.456us             5  
