-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                   execute_context_0(0)_generation_1(1)         0.00%       0.000us         0.00%       0.000us       0.000us      20.798ms        57.93%      20.798ms       1.300ms            16  
void (anonymous namespace)::multimem_all_reduce_kern...         0.00%       0.000us         0.00%       0.000us       0.000us      18.788ms        52.33%      18.788ms      92.553us           203  
                  execute_context_1(10)_generation_0(0)         0.00%       0.000us         0.00%       0.000us       0.000us      12.102ms        33.71%      12.102ms       1.729ms             7  
                                     record_param_comms         0.01%      28.750us         0.01%      60.811us      12.162us       7.086ms        19.74%       7.086ms       1.417ms             5  
ncclDevKernel_AllGather_RING_LL(ncclDevKernelArgsSto...         0.00%       0.000us         0.00%       0.000us       0.000us       3.200ms         8.91%       3.200ms      54.238us            59  
                 nvjet_sm90_tst_64x8_64x16_4x1_v_bz_TNT         0.00%       0.000us         0.00%       0.000us       0.000us       2.163ms         6.02%       2.163ms      11.567us           187  
          nvjet_sm90_tst_64x8_64x16_2x1_v_bz_splitK_TNT         0.00%       0.000us         0.00%       0.000us       0.000us       1.934ms         5.39%       1.934ms      16.255us           119  
                                    cudaStreamWaitEvent         0.00%      13.538us         0.00%      13.538us       0.903us       1.697ms         4.73%       1.697ms     113.156us            15  
                                       _attn_res_kernel         0.00%       0.000us         0.00%       0.000us       0.000us     862.238us         2.40%     862.238us       5.322us           162  
ncclDevKernel_ReduceScatter_Sum_bf16_RING_LL(ncclDev...         0.00%       0.000us         0.00%       0.000us       0.000us     833.822us         2.32%     833.822us      15.441us            54  
          nvjet_sm90_tst_64x8_64x16_4x1_v_bz_splitK_TNT         0.00%       0.000us         0.00%       0.000us       0.000us     784.445us         2.18%     784.445us       9.229us            85  
                                          memcpy32_post         0.00%       0.000us         0.00%       0.000us       0.000us     658.907us         1.84%     658.907us       1.411us           467  
                 nvjet_sm90_tst_64x8_64x16_2x1_v_bz_TNT         0.00%       0.000us         0.00%       0.000us       0.000us     532.669us         1.48%     532.669us      31.333us            17  
void sm90::flash_fwd_splitkv_mla_kernel<Traits<cutla...         0.00%       0.000us         0.00%       0.000us       0.000us     517.218us         1.44%     517.218us      28.734us            18  
smxx::decode::get_mla_metadata_kernel(GetDecodeSched...         0.00%       0.000us         0.00%       0.000us       0.000us     481.343us         1.34%     481.343us      26.741us            18  
void cublasLt::splitKreduce_kernel<32, 16, int, floa...         0.00%       0.000us         0.00%       0.000us       0.000us     442.526us         1.23%     442.526us       2.039us           217  
                                       vllm::all_gather         0.01%      29.467us         0.13%     599.016us     119.803us     439.872us         1.23%     439.872us      87.974us             5  
