-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                   execute_context_0(0)_generation_1(1)         0.00%       0.000us         0.00%       0.000us       0.000us      20.481ms        65.83%      20.481ms       1.280ms            16  
void (anonymous namespace)::multimem_all_reduce_kern...         0.00%       0.000us         0.00%       0.000us       0.000us      14.007ms        45.02%      14.007ms      68.999us           203  
                  execute_context_1(10)_generation_0(0)         0.00%       0.000us         0.00%       0.000us       0.000us      12.015ms        38.62%      12.015ms       1.716ms             7  
                                     record_param_comms         0.01%      26.021us         0.01%      56.866us      11.373us       4.897ms        15.74%       4.897ms     979.464us             5  
ncclDevKernel_AllGather_RING_LL(ncclDevKernelArgsSto...         0.00%       0.000us         0.00%       0.000us       0.000us       3.174ms        10.20%       3.174ms      53.796us            59  
                 nvjet_sm90_tst_64x8_64x16_4x1_v_bz_TNT         0.00%       0.000us         0.00%       0.000us       0.000us       2.168ms         6.97%       2.168ms      11.595us           187  
          nvjet_sm90_tst_64x8_64x16_2x1_v_bz_splitK_TNT         0.00%       0.000us         0.00%       0.000us       0.000us       1.929ms         6.20%       1.929ms      16.206us           119  
                                    cudaStreamWaitEvent         0.00%      12.901us         0.00%      12.901us       0.860us     944.770us         3.04%     944.770us      62.985us            15  
                                       _attn_res_kernel         0.00%       0.000us         0.00%       0.000us       0.000us     871.302us         2.80%     871.302us       5.378us           162  
ncclDevKernel_ReduceScatter_Sum_bf16_RING_LL(ncclDev...         0.00%       0.000us         0.00%       0.000us       0.000us     813.446us         2.61%     813.446us      15.064us            54  
          nvjet_sm90_tst_64x8_64x16_4x1_v_bz_splitK_TNT         0.00%       0.000us         0.00%       0.000us       0.000us     776.320us         2.50%     776.320us       9.133us            85  
                                          memcpy32_post         0.00%       0.000us         0.00%       0.000us       0.000us     655.116us         2.11%     655.116us       1.403us           467  
                 nvjet_sm90_tst_64x8_64x16_2x1_v_bz_TNT         0.00%       0.000us         0.00%       0.000us       0.000us     535.518us         1.72%     535.518us      31.501us            17  
void sm90::flash_fwd_splitkv_mla_kernel<Traits<cutla...         0.00%       0.000us         0.00%       0.000us       0.000us     519.360us         1.67%     519.360us      28.853us            18  
smxx::decode::get_mla_metadata_kernel(GetDecodeSched...         0.00%       0.000us         0.00%       0.000us       0.000us     481.312us         1.55%     481.312us      26.740us            18  
void cublasLt::splitKreduce_kernel<32, 16, int, floa...         0.00%       0.000us         0.00%       0.000us       0.000us     446.119us         1.43%     446.119us       2.056us           217  
                                       vllm::all_gather         0.01%      28.639us         0.13%     564.613us     112.923us     445.504us         1.43%     445.504us      89.101us             5  
